topic_id,cv_score,size,top_words,word_weights
132,0.8093071757691961,79,"meals, school, free, children, universal, meal, credit, poverty, eligibility, food","0.0484, 0.0311, 0.0251, 0.0181, 0.0171, 0.0135, 0.0131, 0.0105, 0.0086, 0.0082"
133,0.5994095703104915,79,"students, programme, youth, universities, university, programmes, sport, education, scheme","0.0208, 0.0201, 0.0182, 0.0115, 0.0112, 0.0104, 0.0089, 0.0085, 0.0075"
134,0.7805149022314926,78,"sex, prostitution, exploitation, sexual, women, trafficking, demand, offence, girls, men","0.0451, 0.0423, 0.0239, 0.0189, 0.0137, 0.0131, 0.0091, 0.0086, 0.0081, 0.0080"
135,0.6294227721551685,78,"channel, city, creative, talent, bid, production, headquarters","0.0690, 0.0229, 0.0189, 0.0108, 0.0100, 0.0099, 0.0097"
136,0.5465118906676033,76,"pay, sector, cap, public, civil, servants, departments, rise, workers","0.0426, 0.0228, 0.0199, 0.0192, 0.0163, 0.0142, 0.0120, 0.0115, 0.0113"
137,0.8297861418683251,75,"freeports, ports, freeport, port, free, zones, goods, customs","0.0316, 0.0302, 0.0233, 0.0203, 0.0103, 0.0087, 0.0072, 0.0071"
138,0.6326140304989577,75,"export, exports, trade, exporting, businesses, companies, overseas, exporters, finance, investment","0.0537, 0.0244, 0.0152, 0.0144, 0.0124, 0.0111, 0.0110, 0.0108, 0.0106, 0.0101"
139,0.48089719429076183,74,"16, olds, voting, age, 17, vote, young, 18, elections, youth","0.0346, 0.0271, 0.0230, 0.0213, 0.0187, 0.0183, 0.0137, 0.0117, 0.0117, 0.0110"
140,0.5321109518194331,74,"hospices, hospice, care, palliative, life, end, staff, funding, woodlands","0.0623, 0.0541, 0.0253, 0.0189, 0.0133, 0.0096, 0.0080, 0.0074, 0.0073"
141,0.6366465732929854,73,"boundary, constituencies, boundaries, review, commissions, 600, 650, commission, parliamentary","0.0421, 0.0148, 0.0135, 0.0115, 0.0110, 0.0102, 0.0095, 0.0074, 0.0071"
142,0.6396764810000138,72,"prosperity, fund, shared, structural, funding, funds, devolved","0.0208, 0.0180, 0.0138, 0.0106, 0.0097, 0.0094, 0.0064"
143,0.8925187566953389,71,"racing, horse, horses, welfare, racehorses, racecourse, animal, equine, whip","0.0496, 0.0403, 0.0333, 0.0288, 0.0171, 0.0153, 0.0123, 0.0121, 0.0121"
144,0.37431228410550144,70,"fly, tipping, waste, litter, landowners, tip, environment, tipped, councils, local","0.0546, 0.0499, 0.0293, 0.0232, 0.0096, 0.0069, 0.0069, 0.0068, 0.0064, 0.0063"
