topic_id,cv_score,size,top_words,word_weights
85,0.7199398839106234,355,"nato, defence, alliance, estonia, allies, summit, europe, baltic, security, states","0.062, 0.014, 0.012, 0.011, 0.009, 0.009, 0.007, 0.006, 0.006, 0.006"
86,0.8086154878267091,352,"automotive, vauxhall, plant, nissan, car, psa, industry, manufacturing, motor, chain","0.024, 0.013, 0.011, 0.010, 0.009, 0.009, 0.009, 0.008, 0.008, 0.006"
87,0.6997359563200665,350,"wage, living, minimum, national, workers, 25s, pay, 25, employers, paid","0.050, 0.023, 0.019, 0.009, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007"
88,0.7827443897050369,348,"slavery, modern, trafficking, trafficked, victims, exploitation, advocates, human, children, traffickers","0.041, 0.022, 0.019, 0.010, 0.010, 0.006, 0.005, 0.005, 0.005, 0.004"
89,0.6926793157190039,345,"bulk, powers, privacy, warrants, bill, data, communications, investigatory, intelligence, judicial","0.016, 0.011, 0.010, 0.009, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006"
90,0.8444508795635498,343,"nuclear, hinkley, reactors, energy, wylfa, sellafield, decommissioning, reactor, power, modular","0.048, 0.014, 0.010, 0.010, 0.009, 0.008, 0.007, 0.007, 0.007, 0.006"
91,0.8038351189464389,342,"jobcentre, jobcentres, glasgow, closures, dwp, claimants, closure, estate, staff, castlemilk","0.028, 0.025, 0.020, 0.010, 0.009, 0.006, 0.006, 0.005, 0.004, 0.004"
92,0.8169062681516526,342,"chilcot, iraq, blair, war, saddam, tony, 2003, weapons, hussein, invasion","0.018, 0.018, 0.014, 0.011, 0.010, 0.007, 0.007, 0.006, 0.006, 0.006"
93,0.8478758392725411,336,"energy, customers, cap, ofgem, consumers, price, switching, market, tariffs, variable","0.023, 0.017, 0.017, 0.017, 0.012, 0.012, 0.011, 0.011, 0.010, 0.009"
94,0.6869950638435668,330,"harassment, complaints, bullying, staff, sexual, grievance, behaviour, culture, allegations, leader","0.017, 0.010, 0.009, 0.008, 0.008, 0.007, 0.006, 0.006, 0.006, 0.006"
95,0.5504550732743275,328,"pay, sector, cap, public, workers, servants, rise, civil, bodies, wages","0.023, 0.018, 0.015, 0.015, 0.013, 0.007, 0.006, 0.004, 0.004, 0.004"
96,0.856578373956691,327,"carbon, climate, ccs, emissions, capture, storage, paris, change, energy, decarbonisation","0.022, 0.021, 0.020, 0.013, 0.010, 0.010, 0.010, 0.008, 0.007, 0.005"
97,0.8215010500955635,327,"bus, buses, operators, transport, services, concessionary, fares, passengers, franchising, authorities","0.054, 0.018, 0.011, 0.009, 0.008, 0.008, 0.008, 0.007, 0.007, 0.006"
98,0.59384513494708,311,"students, universities, erasmus, university, international, study, higher, migration, student, eu","0.030, 0.019, 0.014, 0.010, 0.010, 0.006, 0.005, 0.005, 0.005, 0.005"
99,0.8249880787587978,309,"farmers, farming, agricultural, agriculture, food, farm, production, environment, farms, payments","0.028, 0.018, 0.014, 0.014, 0.013, 0.007, 0.006, 0.006, 0.006, 0.005"
100,0.7669898009538209,308,"poverty, child, income, children, households, workless, chances, relative, worklessness, living","0.050, 0.017, 0.009, 0.009, 0.008, 0.008, 0.007, 0.006, 0.006, 0.004"
101,0.799409108983562,304,"parking, car, charges, park, town, dvla, parks, fines, motorists, private","0.049, 0.019, 0.016, 0.010, 0.010, 0.009, 0.006, 0.006, 0.006, 0.006"
